interface,name,entity_type,arguments,idl_type,syntactic_form,use_counter,secure_context,high_entropy,source_file,source_line
GPUComputePipeline,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPUDevice,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,9
GPUDevice,createBindGroup,operation,(GPUBindGroupDescriptor),GPUBindGroup,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createBindGroupLayout,operation,(GPUBindGroupLayoutDescriptor),GPUBindGroupLayout,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createBuffer,operation,(GPUBufferDescriptor),GPUBuffer,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createCommandEncoder,operation,(GPUCommandEncoderDescriptor),GPUCommandEncoder,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createComputePipeline,operation,(GPUComputePipelineDescriptor),GPUComputePipeline,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createComputePipelineAsync,operation,(GPUComputePipelineDescriptor),GPUComputePipelineOrNullPromise,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createPipelineLayout,operation,(GPUPipelineLayoutDescriptor),GPUPipelineLayout,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createQuerySet,operation,(GPUQuerySetDescriptor),GPUQuerySet,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createRenderBundleEncoder,operation,(GPURenderBundleEncoderDescriptor),GPURenderBundleEncoder,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createRenderPipeline,operation,(GPURenderPipelineDescriptor),GPURenderPipeline,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createRenderPipelineAsync,operation,(GPURenderPipelineDescriptor),GPURenderPipelineOrNullPromise,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createSampler,operation,(GPUSamplerDescriptor),GPUSampler,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createShaderModule,operation,(GPUShaderModuleDescriptor),GPUShaderModule,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,createTexture,operation,(GPUTextureDescriptor),GPUTexture,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,experimentalImportTexture,operation,"(HTMLCanvasElement,UnsignedLong)",GPUTexture,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,features,attribute,,GPUSupportedFeatures,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,importExternalTexture,operation,(GPUExternalTextureDescriptor),GPUExternalTexture,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPUDevice,limits,attribute,,GPUSupportedLimits,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,lost,attribute,,GPUDeviceLostInfoPromise,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,onuncapturederror,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,popErrorScope,operation,(),GPUOutOfMemoryErrorOrGPUValidationErrorOrNullPromise,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,pushErrorScope,operation,(GPUErrorFilter),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDevice,queue,attribute,,GPUQueue,,,,,third_party/blink/renderer/modules/webgpu/gpu_device.idl,
GPUDeviceLostInfo,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_device_lost_info.idl,9
GPUDeviceLostInfo,message,attribute,,String,,,,,third_party/blink/renderer/modules/webgpu/gpu_device_lost_info.idl,
GPUExternalTexture,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_external_texture.idl,9
GPUExternalTexture,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPUMapMode,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_map_mode.idl,10
GPUMapMode,READ,constant,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_map_mode.idl,11
GPUMapMode,WRITE,constant,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_map_mode.idl,12
GPUOutOfMemoryError,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_out_of_memory_error.idl,9
GPUPipelineLayout,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_pipeline_layout.idl,9
GPUPipelineLayout,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPUQuerySet,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_query_set.idl,9
GPUQuerySet,destroy,operation,(),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_query_set.idl,
GPUQuerySet,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPUQueue,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_queue.idl,9
GPUQueue,copyExternalImageToTexture,operation,"(GPUImageCopyExternalImage,GPUImageCopyTextureTagged,UnsignedLongEnforceRangeSequenceOrGPUExtent3DDict)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_queue.idl,
GPUQueue,copyImageBitmapToTexture,operation,"(GPUImageCopyImageBitmap,GPUImageCopyTexture,UnsignedLongEnforceRangeSequenceOrGPUExtent3DDict)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_queue.idl,
GPUQueue,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPUQueue,onSubmittedWorkDone,operation,(),VoidPromise,,,,,third_party/blink/renderer/modules/webgpu/gpu_queue.idl,
GPUQueue,submit,operation,(GPUCommandBufferSequence),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_queue.idl,
GPUQueue,writeBuffer,operation,"(GPUBuffer,UnsignedLongLong,ArrayBufferView,UnsignedLongLong,UnsignedLongLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_queue.idl,
GPUQueue,writeBuffer,operation,"(GPUBuffer,UnsignedLongLong,ArrayBuffer,UnsignedLongLong,UnsignedLongLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_queue.idl,
GPUQueue,writeTexture,operation,"(GPUImageCopyTexture,ArrayBufferView,GPUImageDataLayout,UnsignedLongEnforceRangeSequenceOrGPUExtent3DDict)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_queue.idl,
GPUQueue,writeTexture,operation,"(GPUImageCopyTexture,ArrayBuffer,GPUImageDataLayout,UnsignedLongEnforceRangeSequenceOrGPUExtent3DDict)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_queue.idl,
GPURenderBundle,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_bundle.idl,9
GPURenderBundle,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPURenderBundleEncoder,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_bundle_encoder.idl,9
GPURenderBundleEncoder,draw,operation,"(UnsignedLong,UnsignedLong,UnsignedLong,UnsignedLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderBundleEncoder,drawIndexed,operation,"(UnsignedLong,UnsignedLong,UnsignedLong,Long,UnsignedLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderBundleEncoder,drawIndexedIndirect,operation,"(GPUBuffer,UnsignedLongLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderBundleEncoder,drawIndirect,operation,"(GPUBuffer,UnsignedLongLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderBundleEncoder,finish,operation,(GPURenderBundleDescriptor),GPURenderBundle,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_bundle_encoder.idl,
GPURenderBundleEncoder,insertDebugMarker,operation,(USVString),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_programmable_pass_encoder.idl,
GPURenderBundleEncoder,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPURenderBundleEncoder,popDebugGroup,operation,(),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_programmable_pass_encoder.idl,
GPURenderBundleEncoder,pushDebugGroup,operation,(USVString),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_programmable_pass_encoder.idl,
GPURenderBundleEncoder,setBindGroup,operation,"(UnsignedLong,GPUBindGroup)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_programmable_pass_encoder.idl,
GPURenderBundleEncoder,setBindGroup,operation,"(UnsignedLong,GPUBindGroup,UnsignedLongEnforceRangeSequence)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_programmable_pass_encoder.idl,
GPURenderBundleEncoder,setBindGroup,operation,"(UnsignedLong,GPUBindGroup,Uint32Array,UnsignedLongLong,UnsignedLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_programmable_pass_encoder.idl,
GPURenderBundleEncoder,setIndexBuffer,operation,"(GPUBuffer,GPUIndexFormat,UnsignedLongLong,UnsignedLongLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderBundleEncoder,setPipeline,operation,(GPURenderPipeline),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderBundleEncoder,setVertexBuffer,operation,"(UnsignedLong,GPUBuffer,UnsignedLongLong,UnsignedLongLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderPassEncoder,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_pass_encoder.idl,9
GPURenderPassEncoder,beginOcclusionQuery,operation,(UnsignedLong),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_pass_encoder.idl,
GPURenderPassEncoder,draw,operation,"(UnsignedLong,UnsignedLong,UnsignedLong,UnsignedLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderPassEncoder,drawIndexed,operation,"(UnsignedLong,UnsignedLong,UnsignedLong,Long,UnsignedLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderPassEncoder,drawIndexedIndirect,operation,"(GPUBuffer,UnsignedLongLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderPassEncoder,drawIndirect,operation,"(GPUBuffer,UnsignedLongLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderPassEncoder,endOcclusionQuery,operation,(),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_pass_encoder.idl,
GPURenderPassEncoder,endPass,operation,(),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_pass_encoder.idl,
GPURenderPassEncoder,executeBundles,operation,(GPURenderBundleSequence),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_pass_encoder.idl,
GPURenderPassEncoder,insertDebugMarker,operation,(USVString),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_programmable_pass_encoder.idl,
GPURenderPassEncoder,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPURenderPassEncoder,popDebugGroup,operation,(),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_programmable_pass_encoder.idl,
GPURenderPassEncoder,pushDebugGroup,operation,(USVString),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_programmable_pass_encoder.idl,
GPURenderPassEncoder,setBindGroup,operation,"(UnsignedLong,GPUBindGroup)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_programmable_pass_encoder.idl,
GPURenderPassEncoder,setBindGroup,operation,"(UnsignedLong,GPUBindGroup,UnsignedLongEnforceRangeSequence)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_programmable_pass_encoder.idl,
GPURenderPassEncoder,setBindGroup,operation,"(UnsignedLong,GPUBindGroup,Uint32Array,UnsignedLongLong,UnsignedLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_programmable_pass_encoder.idl,
GPURenderPassEncoder,setBlendConstant,operation,(DoubleSequenceOrGPUColorDict),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_pass_encoder.idl,
GPURenderPassEncoder,setIndexBuffer,operation,"(GPUBuffer,GPUIndexFormat,UnsignedLongLong,UnsignedLongLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderPassEncoder,setPipeline,operation,(GPURenderPipeline),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderPassEncoder,setScissorRect,operation,"(UnsignedLong,UnsignedLong,UnsignedLong,UnsignedLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_pass_encoder.idl,
GPURenderPassEncoder,setStencilReference,operation,(UnsignedLong),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_pass_encoder.idl,
GPURenderPassEncoder,setVertexBuffer,operation,"(UnsignedLong,GPUBuffer,UnsignedLongLong,UnsignedLongLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_encoder_base.idl,
GPURenderPassEncoder,setViewport,operation,"(Float,Float,Float,Float,Float,Float)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_pass_encoder.idl,
GPURenderPassEncoder,writeTimestamp,operation,"(GPUQuerySet,UnsignedLong)",Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_pass_encoder.idl,
GPURenderPipeline,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_render_pipeline.idl,9
GPURenderPipeline,getBindGroupLayout,operation,(UnsignedLong),GPUBindGroupLayout,,,,,third_party/blink/renderer/modules/webgpu/gpu_pipeline_base.idl,
GPURenderPipeline,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPUSampler,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_sampler.idl,9
GPUSampler,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPUShaderModule,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_shader_module.idl,9
GPUShaderModule,compilationInfo,operation,(),GPUCompilationInfoPromise,,,,,third_party/blink/renderer/modules/webgpu/gpu_shader_module.idl,
GPUShaderModule,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPUShaderStage,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_shader_stage.idl,10
GPUShaderStage,COMPUTE,constant,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_shader_stage.idl,13
GPUShaderStage,FRAGMENT,constant,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_shader_stage.idl,12
GPUShaderStage,VERTEX,constant,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_shader_stage.idl,11
GPUSupportedFeatures,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_features.idl,17
GPUSupportedLimits,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,9
GPUSupportedLimits,maxBindGroups,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxComputeInvocationsPerWorkgroup,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxComputeWorkgroupSizeX,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxComputeWorkgroupSizeY,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxComputeWorkgroupSizeZ,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxComputeWorkgroupStorageSize,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxComputeWorkgroupsPerDimension,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxDynamicStorageBuffersPerPipelineLayout,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxDynamicUniformBuffersPerPipelineLayout,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxInterStageShaderComponents,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxSampledTexturesPerShaderStage,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxSamplersPerShaderStage,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxStorageBufferBindingSize,attribute,,UnsignedLongLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxStorageBuffersPerShaderStage,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxStorageTexturesPerShaderStage,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxTextureArrayLayers,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxTextureDimension1D,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxTextureDimension2D,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxTextureDimension3D,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxUniformBufferBindingSize,attribute,,UnsignedLongLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxUniformBuffersPerShaderStage,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxVertexAttributes,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxVertexBufferArrayStride,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,maxVertexBuffers,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,minStorageBufferOffsetAlignment,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUSupportedLimits,minUniformBufferOffsetAlignment,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_supported_limits.idl,
GPUTexture,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_texture.idl,9
GPUTexture,createView,operation,(GPUTextureViewDescriptor),GPUTextureView,,,,,third_party/blink/renderer/modules/webgpu/gpu_texture.idl,
GPUTexture,destroy,operation,(),Void,,,,,third_party/blink/renderer/modules/webgpu/gpu_texture.idl,
GPUTexture,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPUTextureUsage,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_texture_usage.idl,10
GPUTextureUsage,COPY_DST,constant,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_texture_usage.idl,12
GPUTextureUsage,COPY_SRC,constant,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_texture_usage.idl,11
GPUTextureUsage,RENDER_ATTACHMENT,constant,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_texture_usage.idl,15
GPUTextureUsage,STORAGE_BINDING,constant,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_texture_usage.idl,14
GPUTextureUsage,TEXTURE_BINDING,constant,,UnsignedLong,,,,,third_party/blink/renderer/modules/webgpu/gpu_texture_usage.idl,13
GPUTextureView,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_texture_view.idl,9
GPUTextureView,label,attribute,,USVStringOrNull,,,,,third_party/blink/renderer/modules/webgpu/gpu_object_base.idl,
GPUUncapturedErrorEvent,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_uncaptured_error_event.idl,9
GPUUncapturedErrorEvent,error,attribute,,GPUOutOfMemoryErrorOrGPUValidationError,,,,,third_party/blink/renderer/modules/webgpu/gpu_uncaptured_error_event.idl,
GPUUncapturedErrorEvent,isTrusted,attribute,,Boolean,,,,,third_party/blink/renderer/core/dom/events/event.idl,
GPUValidationError,,interface,,,,,,,third_party/blink/renderer/modules/webgpu/gpu_validation_error.idl,9
GPUValidationError,message,attribute,,String,,,,,third_party/blink/renderer/modules/webgpu/gpu_validation_error.idl,
GainNode,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/gain_node.idl,29
GainNode,gain,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/gain_node.idl,
Gamepad,,interface,,,,,,,third_party/blink/renderer/modules/gamepad/gamepad.idl,38
Gamepad,axes,attribute,,DoubleArray,,GamepadAxes,,,third_party/blink/renderer/modules/gamepad/gamepad.idl,
Gamepad,buttons,attribute,,GamepadButtonArray,,GamepadButtons,,,third_party/blink/renderer/modules/gamepad/gamepad.idl,
Gamepad,connected,attribute,,Boolean,,,,,third_party/blink/renderer/modules/gamepad/gamepad.idl,
Gamepad,id,attribute,,String,,GamepadId,,Direct,third_party/blink/renderer/modules/gamepad/gamepad.idl,
Gamepad,index,attribute,,Long,,,,,third_party/blink/renderer/modules/gamepad/gamepad.idl,
Gamepad,mapping,attribute,,GamepadMappingType,,,,,third_party/blink/renderer/modules/gamepad/gamepad.idl,
Gamepad,timestamp,attribute,,Double,,,,,third_party/blink/renderer/modules/gamepad/gamepad.idl,
Gamepad,vibrationActuator,attribute,,GamepadHapticActuatorOrNull,,GamepadVibrationActuator,,,third_party/blink/renderer/modules/gamepad/gamepad.idl,
GamepadAxisEvent,,interface,,,,,,,third_party/blink/renderer/modules/gamepad/gamepad_axis_event.idl,11
GamepadAxisEvent,axis,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/gamepad/gamepad_axis_event.idl,
GamepadAxisEvent,isTrusted,attribute,,Boolean,,,,,third_party/blink/renderer/core/dom/events/event.idl,
GamepadAxisEvent,value,attribute,,Double,,,,,third_party/blink/renderer/modules/gamepad/gamepad_axis_event.idl,
GamepadButton,,interface,,,,,,,third_party/blink/renderer/modules/gamepad/gamepad_button.idl,7
GamepadButton,pressed,attribute,,Boolean,,,,,third_party/blink/renderer/modules/gamepad/gamepad_button.idl,
GamepadButton,touched,attribute,,Boolean,,GamepadButtonTouched,,,third_party/blink/renderer/modules/gamepad/gamepad_button.idl,
GamepadButton,value,attribute,,Double,,,,,third_party/blink/renderer/modules/gamepad/gamepad_button.idl,
GamepadButtonEvent,,interface,,,,,,,third_party/blink/renderer/modules/gamepad/gamepad_button_event.idl,11
GamepadButtonEvent,button,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/gamepad/gamepad_button_event.idl,
GamepadButtonEvent,isTrusted,attribute,,Boolean,,,,,third_party/blink/renderer/core/dom/events/event.idl,
GamepadButtonEvent,value,attribute,,Double,,,,,third_party/blink/renderer/modules/gamepad/gamepad_button_event.idl,
GamepadEvent,,interface,,,,,,,third_party/blink/renderer/modules/gamepad/gamepad_event.idl,9
GamepadEvent,gamepad,attribute,,Gamepad,,,,,third_party/blink/renderer/modules/gamepad/gamepad_event.idl,
GamepadEvent,isTrusted,attribute,,Boolean,,,,,third_party/blink/renderer/core/dom/events/event.idl,
GamepadHapticActuator,,interface,,,,,,,third_party/blink/renderer/modules/gamepad/gamepad_haptic_actuator.idl,26
GamepadHapticActuator,playEffect,operation,"(GamepadHapticEffectType,GamepadEffectParameters)",GamepadHapticsResultPromise,,,,,third_party/blink/renderer/modules/gamepad/gamepad_haptic_actuator.idl,
GamepadHapticActuator,reset,operation,(),GamepadHapticsResultPromise,,,,,third_party/blink/renderer/modules/gamepad/gamepad_haptic_actuator.idl,
GamepadHapticActuator,type,attribute,,GamepadHapticActuatorType,,,,,third_party/blink/renderer/modules/gamepad/gamepad_haptic_actuator.idl,
GamepadList,,interface,,,,,,,third_party/blink/renderer/modules/gamepad/gamepad_list.idl,28
GamepadList,,operation,(UnsignedLong),Gamepad,,,,,third_party/blink/renderer/modules/gamepad/gamepad_list.idl,
GamepadList,item,operation,(UnsignedLong),Gamepad,,,,,third_party/blink/renderer/modules/gamepad/gamepad_list.idl,
GamepadList,length,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/gamepad/gamepad_list.idl,
GarbageCollectedScriptWrappable,,interface,,,,,,,third_party/blink/renderer/core/testing/garbage_collected_script_wrappable.idl,5
GarbageCollectedScriptWrappable,toString,operation,(),String,,,,,third_party/blink/renderer/core/testing/garbage_collected_script_wrappable.idl,
Geolocation,,interface,,,,,,,third_party/blink/renderer/modules/geolocation/geolocation.idl,30
Geolocation,clearWatch,operation,(Long),Void,,,,,third_party/blink/renderer/modules/geolocation/geolocation.idl,
Geolocation,getCurrentPosition,operation,"(PositionCallback,PositionErrorCallbackOrNull,PositionOptions)",Void,,GeolocationGetCurrentPosition,,,third_party/blink/renderer/modules/geolocation/geolocation.idl,
Geolocation,watchPosition,operation,"(PositionCallback,PositionErrorCallbackOrNull,PositionOptions)",Long,,GeolocationWatchPosition,,,third_party/blink/renderer/modules/geolocation/geolocation.idl,
GeolocationCoordinates,,interface,,,,,,,third_party/blink/renderer/modules/geolocation/geolocation_coordinates.idl,28
GeolocationCoordinates,accuracy,attribute,,Double,,,,,third_party/blink/renderer/modules/geolocation/geolocation_coordinates.idl,
GeolocationCoordinates,altitude,attribute,,DoubleOrNull,,,,,third_party/blink/renderer/modules/geolocation/geolocation_coordinates.idl,
GeolocationCoordinates,altitudeAccuracy,attribute,,DoubleOrNull,,,,,third_party/blink/renderer/modules/geolocation/geolocation_coordinates.idl,
GeolocationCoordinates,heading,attribute,,DoubleOrNull,,,,,third_party/blink/renderer/modules/geolocation/geolocation_coordinates.idl,
GeolocationCoordinates,latitude,attribute,,Double,,,,,third_party/blink/renderer/modules/geolocation/geolocation_coordinates.idl,
GeolocationCoordinates,longitude,attribute,,Double,,,,,third_party/blink/renderer/modules/geolocation/geolocation_coordinates.idl,
GeolocationCoordinates,speed,attribute,,DoubleOrNull,,,,,third_party/blink/renderer/modules/geolocation/geolocation_coordinates.idl,
GeolocationPosition,,interface,,,,,,,third_party/blink/renderer/modules/geolocation/geolocation_position.idl,31
