interface,name,entity_type,arguments,idl_type,syntactic_form,use_counter,secure_context,high_entropy,source_file,source_line
WebTransportDatagramDuplexStream,outgoingHighWaterMark,attribute,,Long,,,,,third_party/blink/renderer/modules/webtransport/web_transport_datagram_duplex_stream.idl,
WebTransportDatagramDuplexStream,outgoingMaxAge,attribute,,DoubleOrNull,,,,,third_party/blink/renderer/modules/webtransport/web_transport_datagram_duplex_stream.idl,
WebTransportDatagramDuplexStream,readable,attribute,,ReadableStream,,,,,third_party/blink/renderer/modules/webtransport/web_transport_datagram_duplex_stream.idl,
WebTransportDatagramDuplexStream,writable,attribute,,WritableStream,,,,,third_party/blink/renderer/modules/webtransport/web_transport_datagram_duplex_stream.idl,
WebTransportError,,interface,,,,,True,,third_party/blink/renderer/modules/webtransport/web_transport_error.idl,18
WebTransportError,source,attribute,,WebTransportErrorSource,,,,,third_party/blink/renderer/modules/webtransport/web_transport_error.idl,
WebTransportError,streamErrorCode,attribute,,OctetOrNull,,,,,third_party/blink/renderer/modules/webtransport/web_transport_error.idl,
WheelEvent,,interface,,,,,,,third_party/blink/renderer/core/events/wheel_event.idl,26
WheelEvent,DOM_DELTA_LINE,constant,,UnsignedLong,,,,,third_party/blink/renderer/core/events/wheel_event.idl,30
WheelEvent,DOM_DELTA_PAGE,constant,,UnsignedLong,,,,,third_party/blink/renderer/core/events/wheel_event.idl,31
WheelEvent,DOM_DELTA_PIXEL,constant,,UnsignedLong,,,,,third_party/blink/renderer/core/events/wheel_event.idl,29
WheelEvent,deltaMode,attribute,,UnsignedLong,,V8WheelEvent_DeltaMode_AttributeGetter,,Direct,third_party/blink/renderer/core/events/wheel_event.idl,
WheelEvent,deltaX,attribute,,Double,,,,,third_party/blink/renderer/core/events/wheel_event.idl,
WheelEvent,deltaY,attribute,,Double,,,,,third_party/blink/renderer/core/events/wheel_event.idl,
WheelEvent,deltaZ,attribute,,Double,,,,,third_party/blink/renderer/core/events/wheel_event.idl,
WheelEvent,isTrusted,attribute,,Boolean,,,,,third_party/blink/renderer/core/dom/events/event.idl,
WheelEvent,wheelDelta,attribute,,Long,,WheelEventWheelDelta,,Direct,third_party/blink/renderer/core/events/wheel_event.idl,
WheelEvent,wheelDeltaX,attribute,,Long,,WheelEventWheelDeltaX,,Direct,third_party/blink/renderer/core/events/wheel_event.idl,
WheelEvent,wheelDeltaY,attribute,,Long,,WheelEventWheelDeltaY,,Direct,third_party/blink/renderer/core/events/wheel_event.idl,
Window,,interface,,,,,,,third_party/blink/renderer/core/frame/window.idl,35
Window,,operation,(UnsignedLong),Window,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,,operation,(String),Object,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,PERSISTENT,constant,,UnsignedShort,,,,,third_party/blink/renderer/modules/filesystem/window_file_system.idl,32
Window,TEMPORARY,constant,,UnsignedShort,,,,,third_party/blink/renderer/modules/filesystem/window_file_system.idl,31
Window,alert,operation,(),Void,,V8Window_Alert_Method,,,third_party/blink/renderer/core/frame/window.idl,
Window,alert,operation,(String),Void,,V8Window_Alert_Method,,,third_party/blink/renderer/core/frame/window.idl,
Window,appHistory,attribute,,AppHistory,,,,,third_party/blink/renderer/core/app_history/window_app_history.idl,
Window,applicationCache,attribute,,ApplicationCache,,,True,,third_party/blink/renderer/core/frame/window.idl,
Window,atob,operation,(String),String,,,,,third_party/blink/renderer/core/frame/window_or_worker_global_scope.idl,
Window,attributionReporting,attribute,,AttributionReporting,,,,,third_party/blink/renderer/core/frame/window_attribution_reporting.idl,
Window,blur,operation,(),Void,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,btoa,operation,(String),String,,,,,third_party/blink/renderer/core/frame/window_or_worker_global_scope.idl,
Window,caches,attribute,,CacheStorage,,GlobalCacheStorage,True,,third_party/blink/renderer/modules/cache_storage/window_cache_storage.idl,
Window,cancelAnimationFrame,operation,(Long),Void,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,cancelIdleCallback,operation,(Long),Void,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,captureEvents,operation,(),Void,,WindowCaptureEvents,,,third_party/blink/renderer/core/frame/window.idl,
Window,clearInterval,operation,(Long),Void,,,,,third_party/blink/renderer/core/frame/window_or_worker_global_scope.idl,
Window,clearTimeout,operation,(Long),Void,,,,,third_party/blink/renderer/core/frame/window_or_worker_global_scope.idl,
Window,clientInformation,attribute,,Navigator,,WindowClientInformation,,,third_party/blink/renderer/core/frame/window.idl,
Window,close,operation,(),Void,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,closed,attribute,,Boolean,,WindowClosed,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,confirm,operation,(String),Boolean,,V8Window_Confirm_Method,,,third_party/blink/renderer/core/frame/window.idl,
Window,cookieStore,attribute,,CookieStore,,,,,third_party/blink/renderer/modules/cookie_store/window_cookie_store.idl,
Window,createImageBitmap,operation,"(HTMLImageElementOrSVGImageElementOrHTMLVideoElementOrHTMLCanvasElementOrBlobOrImageDataOrImageBitmapOrOffscreenCanvasOrVideoFrame,ImageBitmapOptions)",ImageBitmapPromise,,,,,third_party/blink/renderer/modules/canvas/imagebitmap/window_create_image_bitmap.idl,
Window,createImageBitmap,operation,"(HTMLImageElementOrSVGImageElementOrHTMLVideoElementOrHTMLCanvasElementOrBlobOrImageDataOrImageBitmapOrOffscreenCanvasOrVideoFrame,Long,Long,Long,Long,ImageBitmapOptions)",ImageBitmapPromise,,,,,third_party/blink/renderer/modules/canvas/imagebitmap/window_create_image_bitmap.idl,
Window,crossOriginIsolated,attribute,,Boolean,,,,,third_party/blink/renderer/core/frame/window_or_worker_global_scope.idl,
Window,crypto,attribute,,Crypto,,,,,third_party/blink/renderer/modules/crypto/window_crypto.idl,
Window,customElements,attribute,,CustomElementRegistry,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,defaultStatus,attribute,,String,,WindowDefaultStatus,,,third_party/blink/renderer/core/frame/window.idl,
Window,defaultstatus,attribute,,String,,WindowDefaultstatus,,,third_party/blink/renderer/core/frame/window.idl,
Window,devicePixelRatio,attribute,,Double,,WindowDevicePixelRatio,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,document,attribute,,Document,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,event,attribute,,Any,,WindowEvent,,,third_party/blink/renderer/core/frame/window.idl,
Window,external,attribute,,External,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,fetch,operation,"(RequestOrUSVString,RequestInit)",ResponsePromise,,,,,third_party/blink/renderer/core/fetch/window_fetch.idl,
Window,find,operation,"(String,Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)",Boolean,,WindowFind,,,third_party/blink/renderer/core/frame/window.idl,
Window,focus,operation,(),Void,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,frameElement,attribute,,ElementOrNull,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,frames,attribute,,Window,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,getComputedAccessibleNode,operation,(Element),ComputedAccessibleNodePromise,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,getComputedStyle,operation,"(Element,StringOrNull)",CSSStyleDeclaration,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,getDigitalGoodsService,operation,(String),DigitalGoodsServicePromise,,DigitalGoodsGetDigitalGoodsService,,,third_party/blink/renderer/modules/payments/goods/dom_window_digital_goods.idl,
Window,getLockScreenData,operation,(),LockScreenDataPromise,,,,,third_party/blink/renderer/modules/lock_screen/dom_window_lock_screen.idl,
Window,getScreens,operation,(),ScreensPromise,,V8Window_GetScreens_Method,,,third_party/blink/renderer/modules/screen_enumeration/window_screens.idl,
Window,getSelection,operation,(),SelectionOrNull,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,history,attribute,,History,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,indexedDB,attribute,,IDBFactory,,,,,third_party/blink/renderer/modules/indexeddb/window_indexed_database.idl,
Window,innerHeight,attribute,,Long,,WindowInnerHeight,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,innerWidth,attribute,,Long,,WindowInnerWidth,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,isSecureContext,attribute,,Boolean,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,launchQueue,attribute,,LaunchQueue,,,,,third_party/blink/renderer/modules/launch/dom_window_launch_queue.idl,
Window,length,attribute,,UnsignedLong,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,localStorage,attribute,,Storage,,,,,third_party/blink/renderer/modules/storage/window_storage.idl,
Window,location,attribute,,Location,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,locationbar,attribute,,BarProp,,BarPropLocationbar,,,third_party/blink/renderer/core/frame/window.idl,
Window,matchMedia,operation,(String),MediaQueryList,,V8Window_MatchMedia_Method,,(True),third_party/blink/renderer/core/frame/window.idl,
Window,menubar,attribute,,BarProp,,BarPropMenubar,,,third_party/blink/renderer/core/frame/window.idl,
Window,moveBy,operation,"(Long,Long)",Void,,WindowMove,,,third_party/blink/renderer/core/frame/window.idl,
Window,moveTo,operation,"(Long,Long)",Void,,WindowMove,,,third_party/blink/renderer/core/frame/window.idl,
Window,name,attribute,,String,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,navigator,attribute,,Navigator,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,offscreenBuffering,attribute,,Boolean,,WindowOffscreenBuffering,,,third_party/blink/renderer/core/frame/window.idl,
Window,onabort,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onafterprint,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onanimationend,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onanimationiteration,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onanimationstart,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onappinstalled,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/modules/app_banner/window_installation.idl,
Window,onauxclick,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onbeforeinstallprompt,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/modules/app_banner/window_installation.idl,
Window,onbeforeprint,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onbeforeunload,attribute,,OnBeforeUnloadEventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onbeforexrselect,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/modules/xr/window_xr.idl,
Window,onblur,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,oncancel,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,oncanplay,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,oncanplaythrough,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onchange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onclick,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onclose,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,oncontextmenu,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,oncuechange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ondblclick,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ondevicemotion,attribute,,EventHandlerNonNullOrNull,,,True,,third_party/blink/renderer/modules/device_orientation/window_device_motion.idl,
Window,ondeviceorientation,attribute,,EventHandlerNonNullOrNull,,,True,,third_party/blink/renderer/modules/device_orientation/window_device_orientation.idl,
Window,ondeviceorientationabsolute,attribute,,EventHandlerNonNullOrNull,,,True,,third_party/blink/renderer/modules/device_orientation/window_device_orientation.idl,
Window,ondrag,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ondragend,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ondragenter,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ondragleave,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ondragover,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ondragstart,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ondrop,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ondurationchange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onemptied,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onended,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onerror,attribute,,OnErrorEventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onfocus,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onformdata,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ongotpointercapture,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onhashchange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,oninput,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,oninvalid,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onkeydown,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onkeypress,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onkeyup,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onlanguagechange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onload,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onloadeddata,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onloadedmetadata,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onloadstart,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onlostpointercapture,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onmessage,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onmessageerror,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onmousedown,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onmouseenter,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onmouseleave,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onmousemove,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onmouseout,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onmouseover,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onmouseup,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onmousewheel,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onoffline,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,ononline,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onorientationchange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,onoverscroll,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onpagehide,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onpageshow,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onpause,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onplay,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onplaying,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onpointercancel,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onpointerdown,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onpointerenter,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onpointerleave,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onpointermove,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onpointerout,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onpointerover,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onpointerrawupdate,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onpointerup,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onpopstate,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onportalactivate,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onprogress,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onratechange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onrejectionhandled,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onreset,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onresize,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onscroll,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onscrollend,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onsearch,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,onseeked,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onseeking,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onselect,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onselectionchange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onselectstart,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onstalled,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onstorage,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onsubmit,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onsuspend,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ontimeupdate,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ontimezonechange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,ontoggle,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ontouchcancel,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ontouchend,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ontouchmove,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ontouchstart,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ontransitioncancel,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ontransitionend,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ontransitionrun,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,ontransitionstart,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onunhandledrejection,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onunload,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/frame/window_event_handlers.idl,
Window,onvolumechange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onwaiting,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onwebkitanimationend,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onwebkitanimationiteration,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onwebkitanimationstart,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onwebkittransitionend,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,onwheel,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/dom/global_event_handlers.idl,
Window,open,operation,"(USVString,String,String)",WindowOrNull,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,openDatabase,operation,"(String,String,String,UnsignedLong,DatabaseCallbackOrNull)",Database,,OpenWebDatabase,,,third_party/blink/renderer/modules/webdatabase/window_web_database.idl,
Window,opener,attribute,,Window,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,orientation,attribute,,Long,,WindowOrientation,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,origin,attribute,,String,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,originAgentCluster,attribute,,Boolean,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,originPolicyIds,attribute,,StringArray,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,outerHeight,attribute,,Long,,WindowOuterHeight,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,outerWidth,attribute,,Long,,WindowOuterWidth,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,pageXOffset,attribute,,Double,,WindowPageXOffset,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,pageYOffset,attribute,,Double,,WindowPageYOffset,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,parent,attribute,,WindowOrNull,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,performance,attribute,,Performance,,,,,third_party/blink/renderer/core/timing/window_performance.idl,
Window,personalbar,attribute,,BarProp,,BarPropPersonalbar,,,third_party/blink/renderer/core/frame/window.idl,
Window,portalHost,attribute,,PortalHostOrNull,,V8Window_PortalHost_AttributeGetter,,,third_party/blink/renderer/core/html/portal/window_portal_host.idl,
Window,postMessage,operation,"(Any,USVString,ObjectSequence)",Void,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,postMessage,operation,"(Any,WindowPostMessageOptions)",Void,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,print,operation,(),Void,,V8Window_Print_Method,,,third_party/blink/renderer/core/frame/window.idl,
Window,prompt,operation,"(String,String)",StringOrNull,,V8Window_Prompt_Method,,,third_party/blink/renderer/core/frame/window.idl,
Window,queueMicrotask,operation,(VoidFunction),Void,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,releaseEvents,operation,(),Void,,WindowReleaseEvents,,,third_party/blink/renderer/core/frame/window.idl,
Window,reportError,operation,(Any),Void,,,,,third_party/blink/renderer/core/frame/window_or_worker_global_scope.idl,
Window,requestAnimationFrame,operation,(FrameRequestCallback),Long,,UnprefixedRequestAnimationFrame,,,third_party/blink/renderer/core/frame/window.idl,
Window,requestIdleCallback,operation,"(IdleRequestCallback,IdleRequestOptions)",Long,,V8Window_RequestIdleCallback_Method,,,third_party/blink/renderer/core/frame/window.idl,
Window,resizeBy,operation,"(Long,Long)",Void,,WindowResize,,,third_party/blink/renderer/core/frame/window.idl,
Window,resizeTo,operation,"(Long,Long)",Void,,WindowResize,,,third_party/blink/renderer/core/frame/window.idl,
Window,scheduler,attribute,,Scheduler,,,,,third_party/blink/renderer/modules/scheduler/window_or_worker_scheduler.idl,
Window,screen,attribute,,Screen,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,screenLeft,attribute,,Long,,WindowScreenLeft,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,screenTop,attribute,,Long,,WindowScreenTop,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,screenX,attribute,,Long,,WindowScreenX,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,screenY,attribute,,Long,,WindowScreenY,,Direct,third_party/blink/renderer/core/frame/window.idl,
Window,scroll,operation,(ScrollToOptions),Void,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,scroll,operation,"(UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,scrollBy,operation,(ScrollToOptions),Void,,,,,third_party/blink/renderer/core/frame/window.idl,
Window,scrollBy,operation,"(UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/core/frame/window.idl,
